"pattern"	"genecount"	"genelen"	"nhits"	"sample"
"242"	"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	4	290	908	"T60"
"243"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB"	8	284	908	"T60"
"244"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3"	4	290	908	"T60"
"245"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME"	2	290	908	"T60"
"246"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	6	290	908	"T60"
"247"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	178	274	908	"T60"
"248"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	16	274	908	"T60"
"249"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	16	274	908	"T60"
"250"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	16	274	908	"T60"
"251"	"Drugs|betalactams|Class_D_betalactamases|OXA"	10	280	908	"T60"
"252"	"Drugs|betalactams|Mutant_porin_proteins|OMPR"	2	275	908	"T60"
"253"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	16	274	908	"T60"
"254"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF"	2	285	908	"T60"
"255"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	14	290	908	"T60"
"256"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	2	290	908	"T60"
"257"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	2	282	908	"T60"
"258"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	32	279	908	"T60"
"259"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	340	284	908	"T60"
"260"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	10	284	908	"T60"
"261"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	5	275	908	"T60"
"262"	"Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT"	6	288	908	"T60"
"263"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	28	284	908	"T60"
"264"	"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	14	282	908	"T60"
"265"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	10	284	908	"T60"
"266"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	56	278	908	"T60"
"267"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	2	286	908	"T60"
"268"	"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	22	274	908	"T60"
"269"	"Metals|Copper_resistance|Copper_resistance_protein|ACTPC"	7	282	908	"T60"
"270"	"Metals|Copper_resistance|Copper_resistance_protein|COPA"	4	290	908	"T60"
"271"	"Metals|Copper_resistance|Copper_resistance_protein|COPF"	2	290	908	"T60"
"272"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	2	277	908	"T60"
"273"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	2	288	908	"T60"
"274"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	2	290	908	"T60"
"275"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	16	290	908	"T60"
"276"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD"	2	290	908	"T60"
"277"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	8	286	908	"T60"
"278"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	2	290	908	"T60"
"279"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR"	2	284	908	"T60"
"280"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	4	290	908	"T60"
"281"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	2	290	908	"T60"
"282"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	1	286	908	"T60"
"283"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	4	290	908	"T60"
"284"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	4	288	908	"T60"
"285"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	2	290	908	"T60"
"286"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	2	288	908	"T60"
"287"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	9	288	908	"T60"
"288"	"Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR"	132	152	292815	"T59"
"289"	"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	236	151	292815	"T59"
"290"	"Biocides|Acid_resistance|Acid_resistance_protein|ASR"	28	153	292815	"T59"
"291"	"Biocides|Acid_resistance|Acid_resistance_protein|EEFA"	15	154	292815	"T59"
"292"	"Biocides|Acid_resistance|Acid_resistance_protein|EEFX"	3	189	292815	"T59"
"293"	"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	282	150	292815	"T59"
"294"	"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	159	150	292815	"T59"
"295"	"Biocides|Acid_resistance|Acid_resistance_protein|GADC"	56	150	292815	"T59"
"296"	"Biocides|Acid_resistance|Acid_resistance_protein|HDEA"	18	157	292815	"T59"
"297"	"Biocides|Acid_resistance|Acid_resistance_protein|HDEB"	22	154	292815	"T59"
"298"	"Biocides|Acid_resistance|Acid_resistance_protein|YDEP"	95	150	292815	"T59"
"299"	"Biocides|Acid_resistance|Acid_resistance_regulator|EVGA"	26	151	292815	"T59"
"300"	"Biocides|Acid_resistance|Acid_resistance_regulator|GADE"	20	151	292815	"T59"
"301"	"Biocides|Biguanide_resistance|Biguanide_cation_efflux|CEPAB"	36	150	292815	"T59"
"302"	"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA"	4	151	292815	"T59"
"303"	"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDB"	4	161	292815	"T59"
"304"	"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA"	4	173	292815	"T59"
"305"	"Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|EMMDR"	1	177	292815	"T59"
"306"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	118	152	292815	"T59"
"307"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR"	5	152	292815	"T59"
"308"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP"	23	151	292815	"T59"
"309"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|PCM"	2	173	292815	"T59"
"310"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS"	99	150	292815	"T59"
"311"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	52	152	292815	"T59"
"312"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|YDEO"	15	157	292815	"T59"
"313"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|HASF"	3	153	292815	"T59"
"314"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD"	27	155	292815	"T59"
"315"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW"	3	167	292815	"T59"
"316"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRM"	1	277	292815	"T59"
"317"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB"	6	169	292815	"T59"
"318"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	16	150	292815	"T59"
"319"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	365	150	292815	"T59"
"320"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB"	7	151	292815	"T59"
"321"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEI"	1	163	292815	"T59"
"322"	"Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE"	99	158	292815	"T59"
"323"	"Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC"	62	151	292815	"T59"
"324"	"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA"	146	150	292815	"T59"
"325"	"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	32	152	292815	"T59"
"326"	"Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI"	16	150	292815	"T59"
"327"	"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA"	40	153	292815	"T59"
"328"	"Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB"	86	150	292815	"T59"
"329"	"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	42	153	292815	"T59"
"330"	"Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC"	2	209	292815	"T59"
"331"	"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	59	150	292815	"T59"
"332"	"Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA"	1	199	292815	"T59"
"333"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	370	150	292815	"T59"
"334"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	426	150	292815	"T59"
"335"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	120	151	292815	"T59"
"336"	"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	62	150	292815	"T59"
"337"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3"	556	150	292815	"T59"
"338"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME"	19	164	292815	"T59"
"339"	"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6"	487	150	292815	"T59"
"340"	"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9"	29	150	292815	"T59"
"341"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME"	168	150	292815	"T59"
"342"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	2218	150	292815	"T59"
"343"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4"	497	150	292815	"T59"
"344"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	1889	150	292815	"T59"
"345"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	62372	150	292815	"T59"
"346"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation"	98	152	292815	"T59"
"347"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	7366	150	292815	"T59"
"348"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	5143	150	292815	"T59"
"349"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	5144	150	292815	"T59"
"350"	"Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA"	116	151	292815	"T59"
"351"	"Drugs|betalactams|Class_A_betalactamases|CBLA"	8	178	292815	"T59"
"352"	"Drugs|betalactams|Class_A_betalactamases|CFX"	30	163	292815	"T59"
"353"	"Drugs|betalactams|Class_A_betalactamases|CTX"	442	150	292815	"T59"
"354"	"Drugs|betalactams|Class_A_betalactamases|GES"	4	231	292815	"T59"
"355"	"Drugs|betalactams|Class_A_betalactamases|HERA"	14	166	292815	"T59"
"356"	"Drugs|betalactams|Class_A_betalactamases|LEN"	402	156	292815	"T59"
"357"	"Drugs|betalactams|Class_A_betalactamases|OHIO"	18	156	292815	"T59"
"358"	"Drugs|betalactams|Class_A_betalactamases|OKP"	589	156	292815	"T59"
"359"	"Drugs|betalactams|Class_A_betalactamases|PENA"	1	225	292815	"T59"
"360"	"Drugs|betalactams|Class_A_betalactamases|SHV"	5550	156	292815	"T59"
"361"	"Drugs|betalactams|Class_A_betalactamases|TEM"	298	150	292815	"T59"
"362"	"Drugs|betalactams|Class_B_betalactamases|BJP1"	2	188	292815	"T59"
"363"	"Drugs|betalactams|Class_B_betalactamases|CCRA"	73	151	292815	"T59"
"364"	"Drugs|betalactams|Class_B_betalactamases|CFIA"	1521	151	292815	"T59"
"365"	"Drugs|betalactams|Class_C_betalactamases|ACT"	50	152	292815	"T59"
"366"	"Drugs|betalactams|Class_C_betalactamases|AMPC"	69	150	292815	"T59"
"367"	"Drugs|betalactams|Class_C_betalactamases|AZECL"	4	152	292815	"T59"
"368"	"Drugs|betalactams|Class_C_betalactamases|BLAEC"	695	150	292815	"T59"
"369"	"Drugs|betalactams|Class_C_betalactamases|MIR"	100	152	292815	"T59"
"370"	"Drugs|betalactams|Class_D_betalactamases|OXA"	23	156	292815	"T59"
"371"	"Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation"	179	150	292815	"T59"
"372"	"Drugs|betalactams|Mutant_porin_proteins|OMP37"	12	150	292815	"T59"
"373"	"Drugs|betalactams|Mutant_porin_proteins|OMPD"	11	151	292815	"T59"
"374"	"Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation"	40	150	292815	"T59"
"375"	"Drugs|betalactams|Mutant_porin_proteins|OMPR"	6	153	292815	"T59"
"376"	"Drugs|betalactams|Penicillin_binding_protein|AMPH"	85	150	292815	"T59"
"377"	"Drugs|betalactams|Penicillin_binding_protein|PBP2"	117	150	292815	"T59"
"378"	"Drugs|betalactams|Penicillin_binding_protein|PBP4B"	70	150	292815	"T59"
"379"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	5143	150	292815	"T59"
"380"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA"	94	150	292815	"T59"
"381"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF"	42	151	292815	"T59"
"382"	"Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD"	39	151	292815	"T59"
"383"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	2208	150	292815	"T59"
"384"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	1536	150	292815	"T59"
"385"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	288	150	292815	"T59"
"386"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRC|RequiresSNPConfirmation"	2	225	292815	"T59"
"387"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	1019	150	292815	"T59"
"388"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation"	121	151	292815	"T59"
"389"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation"	66	151	292815	"T59"
"390"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation"	84	153	292815	"T59"
"391"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation"	97	150	292815	"T59"
"392"	"Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation"	118	150	292815	"T59"
"393"	"Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA"	54	158	292815	"T59"
"394"	"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	22	154	292815	"T59"
"395"	"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation"	8	163	292815	"T59"
"396"	"Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC"	1	235	292815	"T59"
"397"	"Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC"	1	235	292815	"T59"
"398"	"Drugs|Glycopeptides|VanD-type_accessory_protein|VANYB"	3	180	292815	"T59"
"399"	"Drugs|Glycopeptides|VanI-type_resistance_protein|VANI"	1	152	292815	"T59"
"400"	"Drugs|Glycopeptides|VanL-type_regulator|VANRI"	1	195	292815	"T59"
"401"	"Drugs|Glycopeptides|VanM-type_resistance_protein|VANXM"	4	152	292815	"T59"
"402"	"Drugs|Glycopeptides|VanO-type_regulator|VANRO"	1	247	292815	"T59"
"403"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	38	157	292815	"T59"
"404"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	31	153	292815	"T59"
"405"	"Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation"	2	153	292815	"T59"
"406"	"Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation"	2	152	292815	"T59"
"407"	"Drugs|Lipopeptides|Daptomycin-resistant_mutant|YYBT|RequiresSNPConfirmation"	5	161	292815	"T59"
"408"	"Drugs|MLS|23S_rRNA_methyltransferases|CFR"	84	150	292815	"T59"
"409"	"Drugs|MLS|23S_rRNA_methyltransferases|ERM"	40	153	292815	"T59"
"410"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMB"	88	192	292815	"T59"
"411"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMF"	66	152	292815	"T59"
"412"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMG"	24	186	292815	"T59"
"413"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMR"	2	186	292815	"T59"
"414"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMT"	6	186	292815	"T59"
"415"	"Drugs|MLS|23S_rRNA_methyltransferases|MYRA"	229	150	292815	"T59"
"416"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	35	154	292815	"T59"
"417"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB"	1	151	292815	"T59"
"418"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC"	108	150	292815	"T59"
"419"	"Drugs|MLS|Macrolide_phosphotransferases|MPHB"	31	154	292815	"T59"
"420"	"Drugs|MLS|Macrolide_phosphotransferases|MPHC"	7	165	292815	"T59"
"421"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	79123	150	292815	"T59"
"422"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA"	3	221	292815	"T59"
"423"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD"	6	153	292815	"T59"
"424"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	128	150	292815	"T59"
"425"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	57	153	292815	"T59"
"426"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	6	159	292815	"T59"
"427"	"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA"	124	162	292815	"T59"
"428"	"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE"	89	151	292815	"T59"
"429"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	1719	150	292815	"T59"
"430"	"Drugs|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation"	12	158	292815	"T59"
"431"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|CARA"	1	207	292815	"T59"
"432"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE"	1	151	292815	"T59"
"433"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACB"	76	153	292815	"T59"
"434"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	83	150	292815	"T59"
"435"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	13	166	292815	"T59"
"436"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	8	190	292815	"T59"
"437"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS"	23	152	292815	"T59"
"438"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	25	150	292815	"T59"
"439"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	22	161	292815	"T59"
"440"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA"	116	150	292815	"T59"
"441"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation"	12	156	292815	"T59"
"442"	"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES"	127	153	292815	"T59"
"443"	"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation"	2	227	292815	"T59"
"444"	"Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPA"	4	170	292815	"T59"
"445"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation"	92	151	292815	"T59"
"446"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	267	150	292815	"T59"
"447"	"Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT"	219	151	292815	"T59"
"448"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	6161	150	292815	"T59"
"449"	"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	20	154	292815	"T59"
"450"	"Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT"	6	195	292815	"T59"
"451"	"Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA"	7	163	292815	"T59"
"452"	"Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation"	123	150	292815	"T59"
"453"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX"	2052	150	292815	"T59"
"454"	"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	28	152	292815	"T59"
"455"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	1943	150	292815	"T59"
"456"	"Drugs|Rifampin|Monooxygenase|IRI"	2	205	292815	"T59"
"457"	"Drugs|Rifampin|Monooxygenase|ROX"	2	205	292815	"T59"
"458"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	5624	150	292815	"T59"
"459"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	311	150	292815	"T59"
"460"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI"	60	150	292815	"T59"
"461"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	1239	150	292815	"T59"
"462"	"Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX"	67	151	292815	"T59"
"463"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33"	35	183	292815	"T59"
"464"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET45"	2	166	292815	"T59"
"465"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA"	85	170	292815	"T59"
"466"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB"	840	151	292815	"T59"
"467"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD"	20	153	292815	"T59"
"468"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ"	16	155	292815	"T59"
"469"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL"	93	159	292815	"T59"
"470"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ"	653	150	292815	"T59"
"471"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation"	25	158	292815	"T59"
"472"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	120	152	292815	"T59"
"473"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40"	456	150	292815	"T59"
